nu,[0]CH4-HITRAN:X=0.0001-T=300K-P=0.13157894736842105atm-L=100cm
2857.03,0.000034763388346106275
2857.04,0.000027335239464738493
2857.05,0.00002204782434780688
2857.06,0.000018691133493939747
2857.07,0.000016873627592235192
2857.08,0.000014625346680142877
2857.09,0.000015019542795584331
2857.1,0.000020925659323205726
2857.11,0.000036214659109914626
2857.12,0.000036664520191201515
2857.13,0.00002954526813907428
2857.14,0.00001586510287951305
2857.15,0.000009338829580156076
2857.16,0.000006995504493846938
2857.17,0.000005990525426006408
2857.18,0.000005267302686773286
2857.19,0.000005398237931002238
2857.2,0.000005448786594182858
2857.21,0.0000040864088884180485
2857.22,0.000003832248482811058
2857.23,0.000004411078133332596
2857.24,0.000004024752132019685
2857.25,0.000004080996032909885
2857.26,0.000005164450352120245
2857.27,0.0000041368455765641156
2857.28,0.000004266259334113544
2857.29,0.000006004848229144288
2857.3,0.000006022013515529988
2857.31,0.000005195338136795465
2857.32,0.0000030005743432012507
2857.33,0.0000025262080722532494
2857.34,0.0000024158236746513314
2857.35,0.0000024228199569224077
2857.36,0.0000024672104461622803
2857.37,0.000002584086704480077
2857.38,0.0000027996810110390727
2857.39,0.0000032201657019646232
2857.4,0.00000416668575943263
2857.41,0.000007386705087392933
2857.42,0.000013697926411692887
2857.43,0.000009865809154716742
2857.44,0.000012938216625495395
2857.45,0.000029020930099343074
2857.46,0.00007188198298162905
2857.47,0.000060048788434925656
2857.48,0.000022908930109584022
2857.49,0.000011278119748840682
2857.5,0.000006827696053843579
2857.51,0.000005847145814173088
2857.52,0.000005391612698535136
2857.53,0.0000037995062724947444
2857.54,0.000003735418341557712
2857.55,0.000005796523486338228
2857.56,0.000011322139493402953
2857.57,0.000006356336078215704
2857.58,0.000003457093428825419
2857.59,0.0000034342559010918966
2857.6,0.000003134446210995894
2857.61,0.000004041317218627414
2857.62,0.000005930041205472846
2857.63,0.000004427135370221311
2857.64,0.000004178558556314046
2857.65,0.000002963524477009043
2857.66,0.000002789362387669121
2857.67,0.0000036405690597129896
2857.68,0.000005370518644321687
2857.69,0.000005059983848857732
2857.7,0.0000037321915267955194
2857.71,0.000003909571887818515
2857.72,0.000003124898425195285
2857.73,0.000003009060760179782
2857.74,0.0000030828864764374157
2857.75,0.0000032376491387159854
2857.76,0.000003455477846347027
2857.77,0.000003729837183173251
2857.78,0.000004068790015934828
2857.79,0.00000448887385344152
2857.8,0.000005016566255301996
2857.81,0.0000056939171971297505
2857.82,0.0000065899937964327825
2857.83,0.000007826879075074152
2857.84,0.000009633105841341068
2857.85,0.000012564358649298282
2857.86,0.00001837060534999617
2857.87,0.00003324490652405251
2857.88,0.00005546232982575387
2857.89,0.00006250882535019068
2857.9,0.00011457748524129258
2857.91,0.0002731734419774951
2857.92,0.00025891884352686567
2857.93,0.00010738182522838047
2857.94,0.00005392255787708172
2857.95,0.00003721844515945099
2857.96,0.00003252619017582916
2857.97,0.000034989572162561606
2857.98,0.000043071039272555465
2857.99,0.00006047687541304996
2858,0.00010264982274222104
2858.01,0.00022755060010932793
2858.02,0.0006527704748731777
2858.03,0.0009056812543119902
2858.04,0.0003678594081920788
2858.05,0.00014894274364395547
2858.06,0.00008982576035151304
2858.07,0.0000653412529826073
2858.08,0.00005854459614831437
2858.09,0.00006844408286939231
2858.1,0.00010579467944951607
2858.11,0.00024836066027106735
2858.12,0.0006339346336380598
2858.13,0.0004805877417328629
2858.14,0.0001660047594929732
2858.15,0.00007492436863601623
2858.16,0.000044574227159064735
2858.17,0.000031624014275997926
2858.18,0.000025740794336891135
2858.19,0.0000247076923847295
2858.2,0.00003140767203720875
2858.21,0.00003409741963929571
2858.22,0.00003257595497017026
2858.23,0.0000422467922701563
2858.24,0.00007145633558597786
2858.25,0.00016413973780839215
2858.26,0.00042402285511727693
2858.27,0.0003946766588225014
2858.28,0.0001484278191440085
2858.29,0.00006465217609406553
2858.3,0.00003578238715569712
2858.31,0.00002280418881414493
2858.32,0.000016348905037400403
2858.33,0.00001286864813802899
2858.34,0.000011391708092663739
2858.35,0.000010353991228766108
2858.36,0.000012704727505518344
2858.37,0.000022429983933853086
2858.38,0.000019722047990376862
2858.39,0.000012216884696629504
2858.4,0.000007128230675155875
2858.41,0.000005250299752115604
2858.42,0.0000052197914062039
2858.43,0.00000484518867279441
2858.44,0.000003500903954015925
2858.45,0.0000029827674000772824
2858.46,0.0000027166692296686074
2858.47,0.0000024983773148020133
2858.48,0.0000023706808934582555
2858.49,0.0000023160033113212366
2858.5,0.0000021871049323417307
2858.51,0.000002040703604000236
2858.52,0.0000019478374123597963
2858.53,0.0000018894166140946193
2858.54,0.000001967349141374385
2858.55,0.000002384619893802984
2858.56,0.0000025476620411032707
2858.57,0.000002146944480501664
2858.58,0.0000018956607354745857
2858.59,0.0000018459932500233068
2858.6,0.0000020573403308903843
2858.61,0.000002858514819554709
2858.62,0.000004132240719569785
2858.63,0.0000038181774137444575
2858.64,0.00000395683522954797
2858.65,0.000007045501536081605
2858.66,0.000008746855917684187
2858.67,0.000004248307267236934
2858.68,0.0000031148572982466064
2858.69,0.000002682382212033148
2858.7,0.0000021535138220426224
2858.71,0.000002290787937182951
2858.72,0.0000024822119562393862
2858.73,0.0000026759013627988988
2858.74,0.0000034271466021996317
2858.75,0.000005832236935020326
2858.76,0.000006764655209187865
2858.77,0.000008700572745085105
2858.78,0.000017023421496643868
2858.79,0.000045184287849386437
2858.8,0.00008136390900235817
2858.81,0.000045853854550654424
2858.82,0.000020808543960010808
2858.83,0.000010944330722559509
2858.84,0.000006857087267239686
2858.85,0.0000047263353472445405
2858.86,0.0000044019512699289255
2858.87,0.00000576282432284199
2858.88,0.0000074964664530605284
2858.89,0.00000955678499837455
2858.9,0.000019716908209453233
2858.91,0.00002489595398339224
2858.92,0.000026467224611710378
2858.93,0.000010370853300375882
2858.94,0.000005515732512077354
2858.95,0.000005611007278846825
2858.96,0.000010485449133837428
2858.97,0.00001873850324216965
2858.98,0.000013247545201797464
2858.99,0.00001394087276431902
2859,0.00003055426178874763
2859.01,0.000024749444307815647
2859.02,0.000010481484434893684
2859.03,0.000007385173633886473
2859.04,0.000006978743835894453
2859.05,0.000005443047289426273
2859.06,0.0000046241586362922586
2859.07,0.000005934234051324609
2859.08,0.000011158764592817417
2859.09,0.00002905329781978366
2859.1,0.00004211816299590824
2859.11,0.00003168518140931769
2859.12,0.000012454181041703431
2859.13,0.000006236489700745652
2859.14,0.000004952741642087943
2859.15,0.0000034534823591171427
2859.16,0.0000028838987194773447
2859.17,0.0000038662515308456505
2859.18,0.000008240188852124715
2859.19,0.000005054387651584129
2859.2,0.0000034554313209581464
2859.21,0.0000030708813349219394
2859.22,0.000004589041444682171
2859.23,0.000010674355063597318
2859.24,0.000010652977384824556
2859.25,0.000008043667724863407
2859.26,0.000006952985107169722
2859.27,0.0000047413208366447806
2859.28,0.00000531267989877543
2859.29,0.000010935320285179034
2859.3,0.000028527853235539063
2859.31,0.000028166413429954477
2859.32,0.000011836216351133518
2859.33,0.000007142826971895722
2859.34,0.0000054121605222853554
2859.35,0.0000048038069772523835
2859.36,0.000004594729824590503
2859.37,0.000010505481870504692
2859.38,0.00001228209322039311
2859.39,0.000007769397693703723
2859.4,0.000014044514409738364
2859.41,0.000011525135606673039
2859.42,0.000006004785171983624
2859.43,0.000005835744120484011
2859.44,0.000010936409997314861
2859.45,0.000021763182694421343
2859.46,0.00001461878874209477
2859.47,0.000011502566679883984
2859.48,0.000009939721289201493
2859.49,0.000012002406326135684
2859.5,0.00001054518923361211
2859.51,0.000006518002990690343
2859.52,0.00000589703279778035
2859.53,0.000006450382677417982
2859.54,0.000007822119877436854
2859.55,0.000009223942245681867
2859.56,0.000011453166091467032
2859.57,0.00001455917560517251
2859.58,0.000020280218943704725
2859.59,0.000029943138931915405
2859.6,0.0000474426111234183
2859.61,0.00009097296683898795
2859.62,0.00021746790308798834
2859.63,0.0004877890075361625
2859.64,0.0003997410043914128
2859.65,0.00015875510336700385
2859.66,0.00007177846452261168
2859.67,0.000041001545629282596
2859.68,0.00002586275764324748
2859.69,0.000018141715736783258
2859.7,0.00001406091958467694
2859.71,0.000012137384278080964
2859.72,0.000010848773335927212
2859.73,0.000007832494501200271
2859.74,0.000005887210077997785
2859.75,0.000004844533618274271
2859.76,0.000004430676848473798
2859.77,0.000004463938553018593
2859.78,0.0000035663638519029483
2859.79,0.0000034819682323041054
2859.8,0.000004579454751371255
2859.81,0.000007290933890457277
2859.82,0.000007598712776684866
2859.83,0.000004828685935065026
2859.84,0.000003319175604895815
2859.85,0.0000030745343753591062
2859.86,0.000002727205714722277
2859.87,0.0000023057432475717676
2859.88,0.000002222077602374814
2859.89,0.0000023880463444427215
2859.9,0.0000028439765878954503
2859.91,0.0000035849710551563057
2859.92,0.0000062738602699971526
2859.93,0.000006288304092929974
2859.94,0.0000053506724029766535
2859.95,0.000006918427849466652
2859.96,0.000011317625224413863
2859.97,0.000024934738976156602
2859.98,0.00006766946568234351
2859.99,0.0000819963564743559
2860,0.00003355759459717256
2860.01,0.000014741354266188098
2860.02,0.000009032751827099892
2860.03,0.000008025716514664514
2860.04,0.000004545853378253608
2860.05,0.000003039580064637263
2860.06,0.00000280877019195545
2860.07,0.0000028164382259697904
2860.08,0.0000023772080679888724
2860.09,0.000001787782884316116
2860.1,0.0000014131919890066693
2860.11,0.0000012611068136967976
2860.12,0.0000012685406667510662
2860.13,0.0000014451208860896712
2860.14,0.0000012141183564827396
2860.15,0.0000010068298640726472
2860.16,9.343374282688871e-7
2860.17,8.834076276774473e-7
2860.18,8.584750976825119e-7
2860.19,8.548716496086914e-7
2860.2,8.760552040897151e-7
2860.21,9.435294914615761e-7
2860.22,0.0000011333349802675915
2860.23,0.0000018502100021033638
2860.24,0.000004654239913980938
2860.25,0.000006210814261715127
2860.26,0.0000032530566166076873
2860.27,0.0000022386508753449983
2860.28,0.0000031770647346404156
2860.29,0.000003989108540561537
2860.3,0.0000019396015534550588
2860.31,0.0000016816553548586218
2860.32,0.0000012108562889083016
2860.33,0.0000011519077881312353
2860.34,0.0000013010390014501735
2860.35,0.0000012245168392467785
2860.36,0.0000018441142557046643
2860.37,0.0000012904312298110214
2860.38,0.0000014759003880265827
2860.39,0.0000029837472180072344
2860.4,0.0000033792198988046014
2860.41,0.000001512790399686908
2860.42,8.667058450938054e-7
2860.43,7.250358114372184e-7
2860.44,6.830167221785292e-7
2860.45,6.852475792050589e-7
2860.46,7.450075274096107e-7
2860.47,0.0000010434608032699603
2860.48,0.0000012642180894210387
2860.49,0.0000011185033426369656
2860.5,0.0000010869363607711423
2860.51,8.544664088655502e-7
2860.52,8.723977292333863e-7
2860.53,8.979841429991764e-7
2860.54,9.429520335016761e-7
2860.55,0.0000017401550505580747
2860.56,0.000004187495594614927
2860.57,0.000002109554399386979
2860.58,0.0000013342530185638947
2860.59,0.000002903711897179326
2860.6,0.0000017911666934979405
2860.61,8.935416679620875e-7
2860.62,7.437926671810189e-7
2860.63,7.020119347463778e-7
2860.64,7.080171283259174e-7
2860.65,7.817373080208408e-7
2860.66,7.941884204252538e-7
2860.67,7.491257713456531e-7
2860.68,7.757057579496816e-7
2860.69,8.254394260917975e-7
2860.7,9.452272111420965e-7
2860.71,0.0000013608663616515822
2860.72,0.000001989775290718923
2860.73,0.0000031688187773164035
2860.74,0.000004066143103581822
2860.75,0.000004924079882798913
2860.76,0.00000592270201335603
2860.77,0.000007332853812637752
2860.78,0.000003585232106717761
2860.79,0.0000021325995817357135
2860.8,0.00000293754252358736
2860.81,0.000005142382373970346
2860.82,0.000003086257767646462
2860.83,0.000004852581125096226
2860.84,0.000013135080011452024
2860.85,0.000012931986382410077
2860.86,0.000005921111866473211
2860.87,0.000005729748297152271
2860.88,0.000007090180052333731
2860.89,0.000011637613170837048
2860.9,0.00001977139854330268
2860.91,0.000012926515377968481
2860.92,0.00000512234834674036
2860.93,0.0000028507987608295727
2860.94,0.0000021335930139707452
2860.95,0.0000018667915954876923
2860.96,0.0000018275258938762555
2860.97,0.000002071037042839076
2860.98,0.0000034329816806507225
2860.99,0.00000627635029737463
2861,0.000003648905301040103
2861.01,0.0000023823651183914035
2861.02,0.0000022783213123914754
2861.03,0.000002488434817943493
2861.04,0.0000029570595551467467
2861.05,0.0000035918814535603888
2861.06,0.000004584399673629377
2861.07,0.000006533218014186753
2861.08,0.000010641039815135843
2861.09,0.00002151550634321003
2861.1,0.0000577772265474677
2861.11,0.00010878938094023104
2861.12,0.00006122213618101414
2861.13,0.000028387175451742786
2861.14,0.000015426327508084574
2861.15,0.00000867387633834212
2861.16,0.000006318378718996731
2861.17,0.000005966500665523023
2861.18,0.0000044330568963002
2861.19,0.000003744412751328758
2861.2,0.000004172450678808682
2861.21,0.000006048317796826987
2861.22,0.000008724566166989501
2861.23,0.000005081702071295704
2861.24,0.0000037877965963636875
2861.25,0.000005915031178061347
2861.26,0.000006280245428844055
2861.27,0.000005317472802788509
2861.28,0.000005403393398920739
2861.29,0.000005563377959365415
2861.3,0.000006078894936869097
2861.31,0.000006879594884389531
2861.32,0.000004589081125123345
2861.33,0.0000044544190823239914
2861.34,0.00000531130753847647
2861.35,0.000007219559546771142
2861.36,0.000011457040625245945
2861.37,0.000022799873541642145
2861.38,0.00006215032773752434
2861.39,0.00012315847415443078
2861.4,0.00005900612947300702
2861.41,0.00002108011079896875
2861.42,0.000011342627964801155
2861.43,0.000008078590167317393
2861.44,0.000006375182220594639
2861.45,0.000005767867165526771
2861.46,0.000005896165048786844
2861.47,0.000005919128874953317
2861.48,0.000006738800719825798
2861.49,0.00000764160427735848
2861.5,0.000006978927261561336
2861.51,0.000007250821910504828
2861.52,0.000008159505927669034
2861.53,0.000009794591654625122
2861.54,0.000013096195961078737
2861.55,0.00001593467952498417
2861.56,0.000022594265024039746
2861.57,0.000028430467524401494
2861.58,0.000030314318947598094
2861.59,0.000041553207877080756
2861.6,0.00006606737524732798
2861.61,0.00013010615216943157
2861.62,0.00034099490460654517
2861.63,0.0007136375735674285
2861.64,0.0004378767471311155
2861.65,0.00019180330054648607
2861.66,0.0001652574182748104
2861.67,0.00032786037829562185
2861.68,0.0006160005949669752
2861.69,0.000309517148690682
2861.7,0.00011175958203606511
2861.71,0.00005585875154673083
2861.72,0.00003436366837321782
2861.73,0.00002383930217429452
2861.74,0.00001789432739055646
2861.75,0.000014317812531407746
2861.76,0.000012413285726906071
2861.77,0.000013015989651250928
2861.78,0.000010836164731616237
2861.79,0.000008110404684732062
2861.8,0.000007619538791968875
2861.81,0.00000712638891549607
2861.82,0.000005864948788716918
2861.83,0.0000053136909745970355
2861.84,0.000004994674561730743
2861.85,0.000004802485089076954
2861.86,0.000004620137687784527
2861.87,0.000004534636898653413
2861.88,0.000004551074062681184
2861.89,0.000004438909114102719
2861.9,0.000004452058271699805
2861.91,0.000004537359848990883
2861.92,0.000004710011321032761
2861.93,0.0000051567437759407895
2861.94,0.000006468054573046849
2861.95,0.00000600580179732198
2861.96,0.000005798075155356383
2861.97,0.000006200209174044658
2861.98,0.000006806830182340401
2861.99,0.0000074934665128175104
2862,0.000008602088073410418
2862.01,0.000010587184109711425
2862.02,0.00001445307657064183
2862.03,0.000023059055003623303
2862.04,0.000023674951413936997
2862.05,0.00002074709399286949
2862.06,0.00002342829425170932
2862.07,0.000029750887524820118
2862.08,0.00003933151618628225
2862.09,0.000057593087193294254
2862.1,0.00009369276356861208
2862.11,0.0001806198878725204
2862.12,0.00045557967898356226
2862.13,0.001168160857486389
2862.14,0.0009969073328996419
2862.15,0.00038038979978931693
2862.16,0.00016445576660694251
2862.17,0.00008959802522067339
2862.18,0.000054073102399623586
2862.19,0.000036769708137881856
2862.2,0.000027055704142109997
2862.21,0.00002114325090782278
2862.22,0.000017428918160905307
2862.23,0.000017580410421449486
2862.24,0.000014340227440774656
2862.25,0.000010914114461452577
2862.26,0.000009432583887124159
2862.27,0.000008392295847977617
2862.28,0.000007353124882207221
2862.29,0.000006785411148555952
2862.3,0.0000067270671006848795
2862.31,0.000006434177740545689
2862.32,0.00000633305808343002
2862.33,0.000007486538801816099
2862.34,0.000013730936359761787
2862.35,0.00001479123931470354
2862.36,0.000007441914455024687
2862.37,0.000005588888206308865
2862.38,0.000005135975407948715
2862.39,0.000005167860712746646
2862.4,0.0000055175383559663464
2862.41,0.000005350192288790713
2862.42,0.000005627487054513117
2862.43,0.000006320705205603027
2862.44,0.000008236186057915503
2862.45,0.000010744616083101478
2862.46,0.000009748353378020096
2862.47,0.000008956283751776435
2862.48,0.00000971887543089285
2862.49,0.000010276296916939233
2862.5,0.000012023844077670716
2862.51,0.000015111364988206188
2862.52,0.00002021072830980897
2862.53,0.000028614772146723738
2862.54,0.0000455190679775358
2862.55,0.00008541445691430296
2862.56,0.00020809181743926253
2862.57,0.0005162681296955745
2862.58,0.0004408413842794685
2862.59,0.00016513530399182063
2862.6,0.00007369778647512294
2862.61,0.00004464253304861592
2862.62,0.00004005184915741741
2862.63,0.000043552877675894106
2862.64,0.00002696941796504079
2862.65,0.000021281364984806486
2862.66,0.000016711986123240726
2862.67,0.000020719000213970066
2862.68,0.00003215217908959013
2862.69,0.000023197330048277345
2862.7,0.000018214682207763214
2862.71,0.00003077855508657092
2862.72,0.000047158682426761786
2862.73,0.000025357091326381493
2862.74,0.000018985939030572767
2862.75,0.000011849688358429383
2862.76,0.000008876500366931914
2862.77,0.000008211067441997743
2862.78,0.000008642743219262488
2862.79,0.000009552256282112878
2862.8,0.00000861211791776206
2862.81,0.000008609209968710101
2862.82,0.00000930660250368805
2862.83,0.00000999993762727453
2862.84,0.000011361009275657152
2862.85,0.000015046198434308903
2862.86,0.000029703848191271786
2862.87,0.00003920507274891391
2862.88,0.000022000740433676275
2862.89,0.000020906549830539113
2862.9,0.00003483872988235522
2862.91,0.00003666299830463194
2862.92,0.000028491091372323003
2862.93,0.000033862655279907046
2862.94,0.00004942710349501188
2862.95,0.0000903372912840614
2862.96,0.00017086581474514206
2862.97,0.0001469162496949145
2862.98,0.00010683264606160968
2862.99,0.0001286123551923454
2863,0.0002229320485221332
2863.01,0.0006284532770815091
2863.02,0.0023079272696437643
2863.03,0.001491445442098155
2863.04,0.0005481369451444347
2863.05,0.0007331378284627899
2863.06,0.0013493840857123876
2863.07,0.0008860851561906423
2863.08,0.000583019772869802
2863.09,0.0007770083900104899
2863.1,0.001292551292807072
2863.11,0.000640572228372011
2863.12,0.0003232665369148347
2863.13,0.00037211079167281225
2863.14,0.0011296776983280839
2863.15,0.002502779034557386
2863.16,0.0007832898044691407
2863.17,0.00023970567807115242
2863.18,0.00012113170584022457
2863.19,0.00007433690056383473
2863.2,0.000051886650202883184
2863.21,0.00003933192485435668
2863.22,0.00003247797487952584
2863.23,0.000028337932741198287
2863.24,0.000024199831983227883
2863.25,0.000025406219036205935
2863.26,0.000022009393771512283
2863.27,0.000018728351931169778
2863.28,0.00001422194303382551
2863.29,0.000012357595317879601
2863.3,0.000011876862338679291
2863.31,0.000014114205639622347
2863.32,0.000017778436357741083
2863.33,0.000012966389105032643
2863.34,0.00001143423473505658
2863.35,0.000012000896323653498
2863.36,0.000012894680812433182
2863.37,0.000009988417337214164
2863.38,0.000007885138091510652
2863.39,0.000008755262867337747
2863.4,0.000013166613954158348
2863.41,0.00001276051691329877
2863.42,0.000008253177565539689
2863.43,0.000006980813829308511
2863.44,0.000007097640472025889
2863.45,0.000010349075021505207
2863.46,0.000012435371216847003
2863.47,0.000007507188625599181
2863.48,0.000005967844626491575
2863.49,0.000005737911678745506
2863.5,0.000005977182434388674
2863.51,0.000006318246523905942
2863.52,0.000007797367475289562
2863.53,0.000012023230607347569
2863.54,0.00001805014422891361
2863.55,0.00001058779999691188
2863.56,0.000007098826546690112
2863.57,0.000007617067906744621
2863.58,0.000012984104959199597
2863.59,0.00003158741190877646
2863.6,0.00002295691080542772
2863.61,0.000011756822475677837
2863.62,0.000008140704194140896
2863.63,0.000009056493994463981
2863.64,0.000014130658928787033
2863.65,0.00002854097048430217
2863.66,0.000029036163425159118
2863.67,0.000014190121701509743
2863.68,0.000009512055428405888
2863.69,0.000009826030650148032
2863.7,0.000016558958720348637
2863.71,0.00001689046076782528
2863.72,0.00000968926407006144
2863.73,0.000008808949850834238
2863.74,0.000010486537227204975
2863.75,0.000012244802473781905
2863.76,0.000017829482758172432
2863.77,0.00003410689057956008
2863.78,0.000025733843875879598
2863.79,0.00003156222429286549
2863.8,0.00002833672766376272
2863.81,0.000019713881119924557
2863.82,0.000019180815581755376
2863.83,0.00002301298189800387
2863.84,0.00004119841780326121
2863.85,0.00005635771136189025
2863.86,0.00004024170903411095
2863.87,0.00004384806364458713
2863.88,0.00005982660177546731
2863.89,0.00009311353487196161
2863.9,0.00017156066060677189
2863.91,0.00039376944696727046
2863.92,0.0008659640856808513
2863.93,0.0007569903639076963
2863.94,0.0003264451382490988
2863.95,0.00016575721160896697
2863.96,0.00011940909554919306
2863.97,0.00013386530578012376
2863.98,0.00025324055979839233
2863.99,0.0006625129654442499
2864,0.0007472789456819796
2864.01,0.00023274742677629754
2864.02,0.0000931127852992656
2864.03,0.000053035531180748275
2864.04,0.000038628855697942866
2864.05,0.000035913004142569696
2864.06,0.00002685733629811363
2864.07,0.00002061258280137381
2864.08,0.000021036672119067074
2864.09,0.000023970849255088056
2864.1,0.000016891519029637145
2864.11,0.000014422299077601833
2864.12,0.000013642112537033451
2864.13,0.000014208923707319865
2864.14,0.000017038800159443405
2864.15,0.000016123603802898117
2864.16,0.000016545873769022713
2864.17,0.00001934797319002322
2864.18,0.000021249202598903202
2864.19,0.00002559813279294094
2864.2,0.00003447397325620317
2864.21,0.00005214768146132795
2864.22,0.0000942334317267386
2864.23,0.0002125142178437141
2864.24,0.0006973019109246908
2864.25,0.0012260432061806628
2864.26,0.0004313770154466027
2864.27,0.00014407702141845414
2864.28,0.00007362621033708629
2864.29,0.00004995847558294724
2864.3,0.00003557046356820724
2864.31,0.0000264241190383026
2864.32,0.000023335674314644527
2864.33,0.000024398515216290803
2864.34,0.0000393063789268665
2864.35,0.00004191070075698955
2864.36,0.00002625998763065555
2864.37,0.000026669511198843437
2864.38,0.00003906777422501983
2864.39,0.00005796406214575925
2864.4,0.00004793471536700094
2864.41,0.00006271614934909655
2864.42,0.00011682302415031851
2864.43,0.0003510048419552231
2864.44,0.0012787837511069368
2864.45,0.000812956388642133
2864.46,0.0002080030766425201
2864.47,0.00009352314755490144
2864.48,0.000057603366538087084
2864.49,0.000037059748728785025
2864.5,0.000028146043389083946
2864.51,0.00002397308407081345
2864.52,0.0000182635939080437
2864.53,0.00001556510683563645
2864.54,0.00001350538221988356
2864.55,0.000012563283271878486
2864.56,0.000012375640202242101
2864.57,0.000013151551828916968
2864.58,0.000015444113723003755
2864.59,0.00002213192478709764
2864.6,0.00001997853582206414
2864.61,0.000018157981852920534
2864.62,0.00002110491155938177
2864.63,0.000027760602915624624
2864.64,0.00002653158791110927
2864.65,0.00002910495566790541
2864.66,0.000036187592720629425
2864.67,0.00005025188899710315
2864.68,0.00007795595594440123
2864.69,0.00014211178725777996
2864.7,0.0003318786773799313
2864.71,0.0008771562363042025
2864.72,0.0009339123954677546
2864.73,0.00036393998736644606
2864.74,0.00015206449413081367
2864.75,0.00008292481173429872
2864.76,0.00005373162387110955
2864.77,0.00003905778769345646
2864.78,0.00003091376119718365
2864.79,0.00002613431901339284
2864.8,0.00002325225014248508
2864.81,0.00002169546741202716
2864.82,0.000021213980905049943
2864.83,0.000022013397446433204
2864.84,0.0000229682544339264
2864.85,0.000024712653911504555
2864.86,0.000026877920572328806
2864.87,0.000029523086539443104
2864.88,0.00003523750623770813
2864.89,0.000046349035496859846
2864.9,0.00006004362034096509
2864.91,0.00006987081570287339
2864.92,0.00009786064910795127
2864.93,0.00015903411791276216
2864.94,0.0003530556237673437
2864.95,0.0011159368310334988
2864.96,0.0013293678446434471
2864.97,0.001960216266873347
2864.98,0.0015178368799684445
2864.99,0.0007816673187482761
2865,0.0009910487007680844
2865.01,0.002276829788758386
2865.02,0.0011777992445621299
2865.03,0.00036063979808703445
2865.04,0.00018296139705174807
2865.05,0.00016052769872108668
2865.06,0.00015941974000166804
2865.07,0.0000824338586231105
2865.08,0.00005070563362918062
2865.09,0.000040267511631097846
2865.1,0.000039033350127007164
2865.11,0.000055247149831056174
2865.12,0.00005884368538289457
2865.13,0.00003471922418314708
2865.14,0.000029137667051631432
2865.15,0.000041854703021599726
2865.16,0.00006002649367277824
2865.17,0.000031165921393614445
2865.18,0.000019610948484783736
2865.19,0.00001707684497976843
2865.2,0.000017573749009957392
2865.21,0.00002182056192539762
2865.22,0.00003807736591523992
2865.23,0.00009531062126944777
2865.24,0.00009024656729036131
2865.25,0.000036096520079075266
2865.26,0.000021755118580771122
2865.27,0.00001847561143955459
2865.28,0.00001840517328964096
2865.29,0.00002019992301065652
2865.3,0.000024104265233207577
2865.31,0.00002997669420913019
2865.32,0.000039726295753475196
2865.33,0.00005947313525450249
2865.34,0.0001036315627109859
2865.35,0.000229324707629707
2865.36,0.000663699206448348
2865.37,0.0010021288081803112
2865.38,0.0004203442924003981
2865.39,0.00016097944489561422
2865.4,0.00008331338316919287
2865.41,0.00004901621430523416
2865.42,0.00003327443762247201
2865.43,0.000024937679893059673
2865.44,0.000019862665162515996
2865.45,0.000015976621469642493
2865.46,0.000013519243272521557
2865.47,0.000011943045470296045
2865.48,0.000010593107717985932
2865.49,0.000009612921711142808
2865.5,0.000009155958203130636
2865.51,0.000009808560029769281
2865.52,0.000009303110123003683
2865.53,0.000009635288415284489
2865.54,0.000013136616464060228
2865.55,0.000009486120033016086
2865.56,0.00000780893013352851
2865.57,0.000007612342267518358
2865.58,0.000008034647271460171
2865.59,0.000009082458727612459
2865.6,0.000009201040900160102
2865.61,0.000008443774926119874
2865.62,0.000008255893667987315
2865.63,0.000008952076665951308
2865.64,0.000010618082115725709
2865.65,0.000010754144724152708
2865.66,0.000011639555482105907
2865.67,0.000011902226026853374
2865.68,0.000012748410136290988
2865.69,0.000014276766460219686
2865.7,0.000015840872012097975
2865.71,0.000017947882815960193
2865.72,0.00002147548698091551
2865.73,0.000026688196140433433
2865.74,0.00003362852481561143
2865.75,0.00004539353126830544
2865.76,0.00006560459066986717
2865.77,0.00010639656340002667
2865.78,0.00021173665921716552
2865.79,0.0006276382289802609
2865.8,0.002390070602190695
2865.81,0.0019745257163937655
2865.82,0.0004869682815296906
2865.83,0.0001846144656508985
2865.84,0.00010327906037281069
2865.85,0.00007200709173930592
2865.86,0.0000598181662849193
2865.87,0.00005529691459875356
2865.88,0.00005823943966790534
2865.89,0.00007146229484201405
2865.9,0.00010281350923273342
2865.91,0.00018039789581958407
2865.92,0.0004294512089681515
2865.93,0.0010809994927399604
2865.94,0.0009324176492197636
2865.95,0.00034482283043401994
2865.96,0.00015277893621648545
2865.97,0.00008843561159057493
2865.98,0.0000634354259710476
2865.99,0.000056573645069834424
2866,0.00004292704351007563
2866.01,0.000033540877707466413
2866.02,0.000029948302831092842
2866.03,0.000028795491547372865
2866.04,0.000029625915154669512
2866.05,0.00003129310550209451
2866.06,0.000034295276819225124
2866.07,0.00004016625977876366
2866.08,0.0000505807828704864
2866.09,0.00006944982360680887
2866.1,0.00010349443570799233
2866.11,0.00020641476129891506
2866.12,0.00043057528011689647
2866.13,0.0003799834343241331
2866.14,0.00047935924710190985
2866.15,0.0011941331757897924
2866.16,0.002445181801399662
2866.17,0.001377259275458603
2866.18,0.0004890065175096132
2866.19,0.00022862597407228823
2866.2,0.0001316088625257107
2866.21,0.00008617217535223931
2866.22,0.00006160073032904977
2866.23,0.000047189536144524595
2866.24,0.000038642789844556865
2866.25,0.00003580313935779116
