trace_index,strength_rank,delta_j,branch_label,delta_j_strength_rank,lower_j,upper_j,jpair_label,line_count,grid_point_count,peak_absorbance,integrated_absorbance,color_hex,source_file_count,plotted_in_figure,labeled_on_figure
61,55,1,dJ_+1,20,20,21,J 20->21,2030,4001,1.263888982628e-10,9.374733581763e-11,#c8ef34,5,yes,no
62,65,-1,dJ_-1,21,21,20,J 21->20,1958,4001,6.635561140627e-12,8.131818934854e-12,#cdec34,5,yes,no
63,60,0,dJ_+0,21,21,21,J 21->21,2126,4001,2.321643903892e-11,1.339301806930e-11,#d2e935,5,yes,no
64,61,1,dJ_+1,21,21,22,J 21->22,2355,4001,1.945408660648e-11,1.818962739581e-11,#d9e436,5,yes,no
65,68,-1,dJ_-1,22,22,21,J 22->21,2280,4001,3.224385265780e-12,4.052877517241e-12,#dde037,5,yes,no
66,66,0,dJ_+0,22,22,22,J 22->22,2513,4001,5.427143123365e-12,6.178430137728e-12,#e3db38,5,yes,no
67,64,1,dJ_+1,23,22,23,J 22->23,2683,4001,9.846595645619e-12,7.811141920582e-12,#e7d739,5,yes,no
68,71,-1,dJ_-1,23,23,22,J 23->22,2692,4001,5.793941106771e-13,1.257354743538e-12,#ebd339,5,yes,no
69,69,0,dJ_+0,23,23,23,J 23->23,2853,4001,2.682138184576e-12,3.674872488639e-12,#efcd3a,5,yes,no
70,67,1,dJ_+1,24,23,24,J 23->24,3274,4001,3.260299145389e-12,2.650027123284e-12,#f2c93a,5,yes,no
71,72,-1,dJ_-1,24,24,23,J 24->23,3033,4001,3.317461913069e-13,3.941620830740e-13,#f5c53a,5,yes,no
72,73,0,dJ_+0,24,24,24,J 24->24,3475,4001,2.178679254828e-13,5.304122874171e-13,#f8be39,5,yes,no
73,75,1,dJ_+1,26,24,25,J 24->25,3735,4001,1.378889736478e-13,4.189362365641e-13,#faba39,5,yes,no
74,74,-1,dJ_-1,25,25,24,J 25->24,3945,4001,1.679252552494e-13,2.047206927170e-13,#fcb336,5,yes,no
75,76,0,dJ_+0,25,25,25,J 25->25,4240,4001,1.125880121710e-13,2.358261887881e-13,#fdae35,5,yes,no
76,70,1,dJ_+1,25,25,26,J 25->26,4509,4001,8.220538106686e-13,4.321992511435e-13,#fea933,5,yes,no
77,77,-1,dJ_-1,26,26,25,J 26->25,4578,4001,4.203204141671e-14,4.698046340895e-14,#fea130,5,yes,no
78,78,0,dJ_+0,26,26,26,J 26->26,4860,4001,4.176379890712e-14,8.513874929541e-14,#fe9b2d,5,yes,no
79,81,1,dJ_+1,27,26,27,J 26->27,5678,4001,1.675432182610e-14,5.391529929887e-14,#fe962b,5,yes,no
80,79,-1,dJ_-1,27,27,26,J 27->26,5068,4001,2.966055542036e-14,2.777916822837e-14,#fd8d27,5,yes,no
81,80,0,dJ_+0,27,27,27,J 27->27,5910,4001,1.870548815559e-14,2.789408137400e-14,#fc8725,5,yes,no
82,82,1,dJ_+1,28,27,28,J 27->28,6690,4001,7.441698520978e-15,1.956311978188e-14,#fb7e21,5,yes,no
83,84,-1,dJ_-1,28,28,27,J 28->27,6448,4001,2.126393182725e-15,3.886579132898e-15,#f9781e,5,yes,no
84,85,0,dJ_+0,28,28,28,J 28->28,7292,4001,1.694338364414e-15,4.798376342325e-15,#f8721c,5,yes,no
85,83,1,dJ_+1,29,28,29,J 28->29,8232,4001,4.789172462870e-15,8.262879864988e-15,#f56918,5,yes,no
86,88,-1,dJ_-1,29,29,28,J 29->28,7563,4001,3.738548747174e-16,9.153007964482e-16,#f36315,5,yes,no
87,87,0,dJ_+0,29,29,29,J 29->29,8540,4001,4.814936447569e-16,1.809654180189e-15,#f15d13,5,yes,no
88,86,1,dJ_+1,30,29,30,J 29->30,8939,4001,1.019591099458e-15,1.933979431514e-15,#ed5510,5,yes,no
89,90,-1,dJ_-1,30,30,29,J 30->29,9070,4001,1.183267066814e-16,1.870824018657e-16,#eb500e,5,yes,no
90,91,0,dJ_+0,30,30,30,J 30->30,9504,4001,6.200378017424e-17,3.862165207701e-16,#e84b0c,5,yes,no
91,89,1,dJ_+1,31,30,31,J 30->31,9935,4001,1.312481355503e-16,4.227334850483e-16,#e4450a,5,yes,no
92,94,-1,dJ_-1,31,31,30,J 31->30,9701,4001,1.959135055458e-17,5.772267864198e-17,#e14109,5,yes,no
93,92,0,dJ_+0,31,31,31,J 31->31,10136,4001,2.986327369512e-17,8.952674082678e-17,#dc3b07,5,yes,no
94,93,1,dJ_+1,32,31,32,J 31->32,10598,4001,2.587590355040e-17,1.004119598684e-16,#d83706,5,yes,no
95,95,-1,dJ_-1,32,32,31,J 32->31,10709,4001,7.664973583329e-18,1.510573809762e-17,#d43305,5,yes,no
96,97,0,dJ_+0,32,32,32,J 32->32,11217,4001,3.200002486768e-18,1.704296246529e-17,#ce2d04,5,yes,no
97,96,1,dJ_+1,33,32,33,J 32->33,12650,4001,3.872488063831e-18,2.106694049066e-17,#ca2a04,5,yes,no
98,99,-1,dJ_-1,33,33,32,J 33->32,11932,4001,1.544314689261e-18,3.072397004117e-18,#c52603,5,yes,no
99,102,0,dJ_+0,34,33,33,J 33->33,13520,4001,5.182933412322e-19,3.888990147502e-18,#be2102,5,yes,no
100,98,1,dJ_+1,34,33,34,J 33->34,14005,4001,2.915932773900e-18,6.895424863581e-18,#b91e02,5,yes,no
101,103,-1,dJ_-1,34,34,33,J 34->33,13874,4001,1.854995774618e-19,4.991598116181e-19,#b21a01,5,yes,no
102,101,0,dJ_+0,33,34,34,J 34->34,14593,4001,7.463938928294e-19,1.375232578268e-18,#ac1701,5,yes,no
103,100,1,dJ_+1,35,34,35,J 34->35,15611,4001,9.922545971653e-19,1.308234460516e-18,#a71401,5,yes,no
104,106,-1,dJ_-1,35,35,34,J 35->34,14620,4001,2.882830677437e-20,1.062846411406e-19,#9e1001,5,yes,no
105,105,0,dJ_+0,35,35,35,J 35->35,15957,4001,6.457915175787e-20,2.111547818394e-19,#980e01,5,yes,no
106,104,1,dJ_+1,36,35,36,J 35->36,16021,4001,1.684953475680e-19,2.954942719339e-19,#920b01,5,yes,no
107,109,-1,dJ_-1,36,36,35,J 36->35,15738,4001,6.730504231223e-21,2.139444224795e-20,#880802,5,yes,no
108,108,0,dJ_+0,36,36,36,J 36->36,16395,4001,1.096523500382e-20,4.885780751559e-20,#810602,5,yes,no
109,107,1,dJ_+1,37,36,37,J 36->37,17431,4001,2.056922548165e-20,4.424201555125e-20,#7a0403,5,yes,no
