trace_index,strength_rank,delta_j,branch_label,delta_j_strength_rank,lower_j,upper_j,jpair_label,source_mode,available_sources,peak_source,peak_wavenumber_cm-1,peak_exomol_absorbance,peak_hitran_absorbance,exomol_line_count,hitran_line_count,line_count,exomol_source_file_count,hitran_source_file_count,grid_point_count,peak_absorbance,integrated_absorbance,color_hex,source_file_count,plotted_in_figure,labeled_on_figure
31,24,1,dJ_+1,10,10,11,J 10->11,exomol_only,exomol,exomol,3099.150000,6.095034673498e-08,0.000000000000e+00,452,0,452,5,0,100001,6.095034673498e-08,1.385600654330e-08,#1ecbda,5,yes,no
32,28,-1,dJ_-1,9,11,10,J 11->10,exomol_only,exomol,exomol,2903.170000,4.662634708803e-08,0.000000000000e+00,427,0,427,5,0,100001,4.662634708803e-08,6.648035529758e-09,#1bd0d5,5,yes,no
33,37,0,dJ_+0,12,11,11,J 11->11,exomol_only,exomol,exomol,3018.350000,1.946554535086e-08,0.000000000000e+00,496,0,496,5,0,100001,1.946554535086e-08,7.742200677616e-09,#1ad4d0,5,yes,no
34,33,1,dJ_+1,12,11,12,J 11->12,exomol_only,exomol,exomol,3108.800000,2.945945882903e-08,0.000000000000e+00,566,0,566,5,0,100001,2.945945882903e-08,9.368762572345e-09,#18d9c8,5,yes,no
35,36,-1,dJ_-1,13,12,11,J 12->11,exomol_only,exomol,exomol,2892.280000,2.040328018056e-08,0.000000000000e+00,536,0,536,5,0,100001,2.040328018056e-08,3.964251067566e-09,#18ddc2,5,yes,no
36,34,0,dJ_+0,11,12,12,J 12->12,exomol_only,exomol,exomol,3017.570000,2.777088166408e-08,0.000000000000e+00,616,0,616,5,0,100001,2.777088166408e-08,5.245974305552e-09,#18e0bd,5,yes,no
37,38,1,dJ_+1,13,12,13,J 12->13,exomol_only,exomol,exomol,3118.860000,1.340310201365e-08,0.000000000000e+00,580,0,580,5,0,100001,1.340310201365e-08,5.194180541058e-09,#1ae4b6,5,yes,no
38,35,-1,dJ_-1,12,13,12,J 13->12,exomol_only,exomol,exomol,2881.340000,2.228210047755e-08,0.000000000000e+00,664,0,664,5,0,100001,2.228210047755e-08,2.433363957102e-09,#1de7b2,5,yes,no
39,39,0,dJ_+0,13,13,13,J 13->13,exomol_only,exomol,exomol,2975.470000,1.202855684669e-08,0.000000000000e+00,623,0,623,5,0,100001,1.202855684669e-08,2.965256277541e-09,#22ebaa,5,yes,no
40,40,1,dJ_+1,14,13,14,J 13->14,exomol_only,exomol,exomol,3124.040000,9.931810351609e-09,0.000000000000e+00,821,0,821,5,0,100001,9.931810351609e-09,3.581898225023e-09,#27eea4,5,yes,no
41,42,-1,dJ_-1,14,14,13,J 14->13,exomol_only,exomol,exomol,2870.570000,6.917506066711e-09,0.000000000000e+00,672,0,672,5,0,100001,6.917506066711e-09,1.349135967045e-09,#2cf09e,5,yes,no
42,44,0,dJ_+0,14,14,14,J 14->14,exomol_only,exomol,exomol,3015.900000,4.883579049505e-09,0.000000000000e+00,880,0,880,5,0,100001,4.883579049505e-09,1.706096288682e-09,#35f394,5,yes,no
43,41,1,dJ_+1,15,14,15,J 14->15,exomol_only,exomol,exomol,3135.880000,7.001727828426e-09,0.000000000000e+00,863,0,863,5,0,100001,7.001727828426e-09,1.984092994985e-09,#3cf58e,5,yes,no
44,43,-1,dJ_-1,15,15,14,J 15->14,exomol_only,exomol,exomol,2859.760000,5.552535847822e-09,0.000000000000e+00,941,0,941,5,0,100001,5.552535847822e-09,7.356200219314e-10,#43f787,5,yes,no
45,46,0,dJ_+0,15,15,15,J 15->15,exomol_only,exomol,exomol,3014.460000,2.284230790507e-09,0.000000000000e+00,920,0,920,5,0,100001,2.284230790507e-09,9.309160318287e-10,#4ef97d,5,yes,no
46,45,1,dJ_+1,16,15,16,J 15->16,exomol_only,exomol,exomol,3143.350000,3.305507505956e-09,0.000000000000e+00,1004,0,1004,5,0,100001,3.305507505956e-09,1.191220283873e-09,#55fa76,5,yes,no
47,49,-1,dJ_-1,16,16,15,J 16->15,exomol_only,exomol,exomol,2847.640000,1.346038175030e-09,0.000000000000e+00,984,0,984,5,0,100001,1.346038175030e-09,3.493966039240e-10,#61fc6c,5,yes,no
48,48,0,dJ_+0,16,16,16,J 16->16,exomol_only,exomol,exomol,3014.120000,1.732436413936e-09,0.000000000000e+00,1068,0,1068,5,0,100001,1.732436413936e-09,5.105689310406e-10,#69fd66,5,yes,no
49,47,1,dJ_+1,17,16,17,J 16->17,exomol_only,exomol,exomol,3154.570000,1.827346609624e-09,0.000000000000e+00,1188,0,1188,5,0,100001,1.827346609624e-09,6.584171418007e-10,#71fe5f,5,yes,no
50,50,-1,dJ_-1,17,17,16,J 17->16,exomol_only,exomol,exomol,2838.170000,9.377739996804e-10,0.000000000000e+00,1134,0,1134,5,0,100001,9.377739996804e-10,1.887108710844e-10,#7dff56,5,yes,no
51,52,0,dJ_+0,17,17,17,J 17->17,exomol_only,exomol,exomol,2984.600000,3.967956329996e-10,0.000000000000e+00,1254,0,1254,5,0,100001,3.967956329996e-10,2.564022463888e-10,#84ff51,5,yes,no
52,51,1,dJ_+1,18,17,18,J 17->18,exomol_only,exomol,exomol,3163.430000,7.420919672842e-10,0.000000000000e+00,1274,0,1274,5,0,100001,7.420919672842e-10,3.145882089874e-10,#8bff4b,5,yes,no
53,54,-1,dJ_-1,18,18,17,J 18->17,exomol_only,exomol,exomol,2827.390000,3.030829568606e-10,0.000000000000e+00,1329,0,1329,5,0,100001,3.030829568606e-10,8.662314490933e-11,#96fe44,5,yes,no
54,55,0,dJ_+0,18,18,18,J 18->18,exomol_only,exomol,exomol,3012.190000,2.092530116888e-10,0.000000000000e+00,1345,0,1345,5,0,100001,2.092530116888e-10,1.163124975102e-10,#9cfe40,5,yes,no
55,53,1,dJ_+1,19,18,19,J 18->19,exomol_only,exomol,exomol,3170.740000,3.160775289158e-10,0.000000000000e+00,1499,0,1499,5,0,100001,3.160775289158e-10,1.429919257503e-10,#a4fc3c,5,yes,no
56,56,-1,dJ_-1,19,19,18,J 19->18,exomol_only,exomol,exomol,2816.680000,1.974228850445e-10,0.000000000000e+00,1418,0,1418,5,0,100001,1.974228850445e-10,3.674825835780e-11,#a9fb39,5,yes,no
57,59,0,dJ_+0,19,19,19,J 19->19,exomol_only,exomol,exomol,2975.390000,5.773788045888e-11,0.000000000000e+00,1578,0,1578,5,0,100001,5.773788045888e-11,5.001317757092e-11,#affa37,5,yes,no
58,57,1,dJ_+1,20,19,20,J 19->20,exomol_only,exomol,exomol,3181.290000,1.786865984872e-10,0.000000000000e+00,1778,0,1778,5,0,100001,1.786865984872e-10,6.490216281098e-11,#b7f735,5,yes,no
59,62,-1,dJ_-1,21,20,19,J 20->19,exomol_only,exomol,exomol,2803.930000,3.069834075262e-11,0.000000000000e+00,1662,0,1662,5,0,100001,3.069834075262e-11,1.504160278322e-11,#bcf534,5,yes,no
60,61,0,dJ_+0,20,20,20,J 20->20,exomol_only,exomol,exomol,3010.450000,3.268796029309e-11,0.000000000000e+00,1861,0,1861,5,0,100001,3.268796029309e-11,2.058134663424e-11,#c1f334,5,yes,no
61,58,1,dJ_+1,21,20,21,J 20->21,exomol_only,exomol,exomol,3189.420000,5.812534950282e-11,0.000000000000e+00,2030,0,2030,5,0,100001,5.812534950282e-11,2.572372025728e-11,#c8ef34,5,yes,no
62,60,-1,dJ_-1,20,21,20,J 21->20,exomol_only,exomol,exomol,2795.410000,3.286121276883e-11,0.000000000000e+00,1958,0,1958,5,0,100001,3.286121276883e-11,5.765157263809e-12,#cdec34,5,yes,no
63,64,0,dJ_+0,21,21,21,J 21->21,exomol_only,exomol,exomol,3009.980000,1.183448488733e-11,0.000000000000e+00,2126,0,2126,5,0,100001,1.183448488733e-11,7.887455563619e-12,#d2e935,5,yes,no
64,63,1,dJ_+1,22,21,22,J 21->22,exomol_only,exomol,exomol,3198.020000,2.855949375877e-11,0.000000000000e+00,2355,0,2355,5,0,100001,2.855949375877e-11,1.019863740809e-11,#d9e436,5,yes,no
65,66,-1,dJ_-1,22,22,21,J 22->21,exomol_only,exomol,exomol,2781.970000,3.954899223650e-12,0.000000000000e+00,2280,0,2280,5,0,100001,3.954899223650e-12,2.020352270442e-12,#dde037,5,yes,no
66,67,0,dJ_+0,22,22,22,J 22->22,exomol_only,exomol,exomol,2993.070000,2.940947885609e-12,0.000000000000e+00,2513,0,2513,5,0,100001,2.940947885609e-12,2.880942341858e-12,#e3db38,5,yes,no
67,65,1,dJ_+1,23,22,23,J 22->23,exomol_only,exomol,exomol,3207.240000,9.177838275583e-12,0.000000000000e+00,2683,0,2683,5,0,100001,9.177838275583e-12,3.796343425601e-12,#e7d739,5,yes,no
68,70,-1,dJ_-1,23,23,22,J 23->22,exomol_only,exomol,exomol,2774.260000,1.612100249736e-12,0.000000000000e+00,2692,0,2692,5,0,100001,1.612100249736e-12,7.581953923821e-13,#ebd339,5,yes,no
69,69,0,dJ_+0,23,23,23,J 23->23,exomol_only,exomol,exomol,2959.310000,1.705057993557e-12,0.000000000000e+00,2853,0,2853,5,0,100001,1.705057993557e-12,1.016294117846e-12,#efcd3a,5,yes,no
70,68,1,dJ_+1,24,23,24,J 23->24,exomol_only,exomol,exomol,3216.020000,2.797218984612e-12,0.000000000000e+00,3274,0,3274,5,0,100001,2.797218984612e-12,1.366198518052e-12,#f2c93a,5,yes,no
71,72,-1,dJ_-1,24,24,23,J 24->23,exomol_only,exomol,exomol,2760.990000,6.083337203362e-13,0.000000000000e+00,3033,0,3033,5,0,100001,6.083337203362e-13,2.418739886543e-13,#f5c53a,5,yes,no
72,73,0,dJ_+0,24,24,24,J 24->24,exomol_only,exomol,exomol,2957.720000,4.849888293788e-13,0.000000000000e+00,3475,0,3475,5,0,100001,4.849888293788e-13,3.611930197134e-13,#f8be39,5,yes,no
73,71,1,dJ_+1,25,24,25,J 24->25,exomol_only,exomol,exomol,3223.690000,7.935626429789e-13,0.000000000000e+00,3735,0,3735,5,0,100001,7.935626429789e-13,4.564572371557e-13,#faba39,5,yes,no
74,75,-1,dJ_-1,25,25,24,J 25->24,exomol_only,exomol,exomol,2749.640000,1.521191022421e-13,0.000000000000e+00,3945,0,3945,5,0,100001,1.521191022421e-13,8.203524957715e-14,#fcb336,5,yes,no
75,76,0,dJ_+0,25,25,25,J 25->25,exomol_only,exomol,exomol,2981.640000,7.783618334431e-14,0.000000000000e+00,4240,0,4240,5,0,100001,7.783618334431e-14,1.227389921054e-13,#fdae35,5,yes,no
76,74,1,dJ_+1,26,25,26,J 25->26,exomol_only,exomol,exomol,3232.250000,2.902608734639e-13,0.000000000000e+00,4509,0,4509,5,0,100001,2.902608734639e-13,1.568773097604e-13,#fea933,5,yes,no
77,78,-1,dJ_-1,26,26,25,J 26->25,exomol_only,exomol,exomol,2740.040000,4.612239408367e-14,0.000000000000e+00,4578,0,4578,5,0,100001,4.612239408367e-14,2.507095471601e-14,#fea130,5,yes,no
78,79,0,dJ_+0,26,26,26,J 26->26,exomol_only,exomol,exomol,2990.630000,3.140772257625e-14,0.000000000000e+00,4860,0,4860,5,0,100001,3.140772257625e-14,3.719713783563e-14,#fe9b2d,5,yes,no
79,77,1,dJ_+1,27,26,27,J 26->27,exomol_only,exomol,exomol,3237.370000,6.811163067314e-14,0.000000000000e+00,5678,0,5678,5,0,100001,6.811163067314e-14,4.807471092810e-14,#fe962b,5,yes,no
80,81,-1,dJ_-1,27,27,26,J 27->26,exomol_only,exomol,exomol,2729.880000,1.220447470771e-14,0.000000000000e+00,5068,0,5068,5,0,100001,1.220447470771e-14,7.104910612314e-15,#fd8d27,5,yes,no
81,82,0,dJ_+0,27,27,27,J 27->27,exomol_only,exomol,exomol,2980.500000,6.642847178584e-15,0.000000000000e+00,5910,0,5910,5,0,100001,6.642847178584e-15,1.125339703467e-14,#fc8725,5,yes,no
82,80,1,dJ_+1,28,27,28,J 27->28,exomol_only,exomol,exomol,3251.360000,1.365189684441e-14,0.000000000000e+00,6690,0,6690,5,0,100001,1.365189684441e-14,1.431442407020e-14,#fb7e21,5,yes,no
83,84,-1,dJ_-1,28,28,27,J 28->27,exomol_only,exomol,exomol,2718.990000,2.876878587495e-15,0.000000000000e+00,6448,0,6448,5,0,100001,2.876878587495e-15,1.978656654593e-15,#f9781e,5,yes,no
84,85,0,dJ_+0,28,28,28,J 28->28,exomol_only,exomol,exomol,2995.540000,2.198141701006e-15,0.000000000000e+00,7292,0,7292,5,0,100001,2.198141701006e-15,3.121056247484e-15,#f8721c,5,yes,no
85,83,1,dJ_+1,29,28,29,J 28->29,exomol_only,exomol,exomol,3256.940000,4.313849246613e-15,0.000000000000e+00,8232,0,8232,5,0,100001,4.313849246613e-15,4.074718798351e-15,#f56918,5,yes,no
86,87,-1,dJ_-1,29,29,28,J 29->28,exomol_only,exomol,exomol,2706.960000,6.157651238265e-16,0.000000000000e+00,7563,0,7563,5,0,100001,6.157651238265e-16,5.164369688332e-16,#f36315,5,yes,no
87,88,0,dJ_+0,29,29,29,J 29->29,exomol_only,exomol,exomol,2986.490000,4.397972419931e-16,0.000000000000e+00,8540,0,8540,5,0,100001,4.397972419931e-16,8.383499135841e-16,#f15d13,5,yes,no
88,86,1,dJ_+1,30,29,30,J 29->30,exomol_only,exomol,exomol,3259.720000,1.932498584587e-15,0.000000000000e+00,8939,0,8939,5,0,100001,1.932498584587e-15,1.055686569695e-15,#ed5510,5,yes,no
89,91,-1,dJ_-1,30,30,29,J 30->29,exomol_only,exomol,exomol,2691.550000,1.187926946777e-16,0.000000000000e+00,9070,0,9070,5,0,100001,1.187926946777e-16,1.235880808802e-16,#eb500e,5,yes,no
90,90,0,dJ_+0,30,30,30,J 30->30,exomol_only,exomol,exomol,2918.540000,1.580227454511e-16,0.000000000000e+00,9504,0,9504,5,0,100001,1.580227454511e-16,2.097068479303e-16,#e84b0c,5,yes,no
91,89,1,dJ_+1,31,30,31,J 30->31,exomol_only,exomol,exomol,3266.760000,2.922465833818e-16,0.000000000000e+00,9935,0,9935,5,0,100001,2.922465833818e-16,2.699128441730e-16,#e4450a,5,yes,no
92,93,-1,dJ_-1,31,31,30,J 31->30,exomol_only,exomol,exomol,2685.470000,3.109135884532e-17,0.000000000000e+00,9701,0,9701,5,0,100001,3.109135884532e-17,2.831937557320e-17,#e14109,5,yes,no
93,94,0,dJ_+0,31,31,31,J 31->31,exomol_only,exomol,exomol,2919.190000,2.396202362914e-17,0.000000000000e+00,10136,0,10136,5,0,100001,2.396202362914e-17,4.965886267760e-17,#dc3b07,5,yes,no
94,92,1,dJ_+1,32,31,32,J 31->32,exomol_only,exomol,exomol,3273.140000,7.270087685629e-17,0.000000000000e+00,10598,0,10598,5,0,100001,7.270087685629e-17,5.839358108625e-17,#d83706,5,yes,no
95,98,-1,dJ_-1,32,32,31,J 32->31,exomol_only,exomol,exomol,2667.720000,4.055502240765e-18,0.000000000000e+00,10709,0,10709,5,0,100001,4.055502240765e-18,5.985291276362e-18,#d43305,5,yes,no
96,97,0,dJ_+0,32,32,32,J 32->32,exomol_only,exomol,exomol,2912.400000,4.628934727897e-18,0.000000000000e+00,11217,0,11217,5,0,100001,4.628934727897e-18,9.853109334216e-18,#ce2d04,5,yes,no
97,95,1,dJ_+1,33,32,33,J 32->33,exomol_only,exomol,exomol,3279.550000,2.374903441978e-17,0.000000000000e+00,12650,0,12650,5,0,100001,2.374903441978e-17,1.335119261089e-17,#ca2a04,5,yes,no
98,100,-1,dJ_-1,33,33,32,J 33->32,exomol_only,exomol,exomol,2662.290000,1.239919216072e-18,0.000000000000e+00,11932,0,11932,5,0,100001,1.239919216072e-18,1.323363321452e-18,#c52603,5,yes,no
99,99,0,dJ_+0,33,33,33,J 33->33,exomol_only,exomol,exomol,2913.160000,1.380271273286e-18,0.000000000000e+00,13520,0,13520,5,0,100001,1.380271273286e-18,2.615740306566e-18,#be2102,5,yes,no
100,96,1,dJ_+1,34,33,34,J 33->34,exomol_only,exomol,exomol,3285.970000,7.537090335280e-18,0.000000000000e+00,14005,0,14005,5,0,100001,7.537090335280e-18,3.239349900972e-18,#b91e02,5,yes,no
101,102,-1,dJ_-1,34,34,33,J 34->33,exomol_only,exomol,exomol,2653.030000,4.131176239224e-19,0.000000000000e+00,13874,0,13874,5,0,100001,4.131176239224e-19,2.848341212131e-19,#b21a01,5,yes,no
102,101,0,dJ_+0,34,34,34,J 34->34,exomol_only,exomol,exomol,2907.280000,6.722991904897e-19,0.000000000000e+00,14593,0,14593,5,0,100001,6.722991904897e-19,5.301826005660e-19,#ac1701,5,yes,no
103,103,1,dJ_+1,35,34,35,J 34->35,exomol_only,exomol,exomol,3292.500000,3.588794482972e-19,0.000000000000e+00,15611,0,15611,5,0,100001,3.588794482972e-19,6.601436202154e-19,#a71401,5,yes,no
104,105,-1,dJ_-1,35,35,34,J 35->34,exomol_only,exomol,exomol,2641.420000,1.059551802976e-19,0.000000000000e+00,14620,0,14620,5,0,100001,1.059551802976e-19,5.788815254329e-20,#9e1001,5,yes,no
105,106,0,dJ_+0,35,35,35,J 35->35,exomol_only,exomol,exomol,2905.540000,7.378817031877e-20,0.000000000000e+00,15957,0,15957,5,0,100001,7.378817031877e-20,1.052095526202e-19,#980e01,5,yes,no
106,104,1,dJ_+1,36,35,36,J 35->36,exomol_only,exomol,exomol,3297.440000,1.073866999217e-19,0.000000000000e+00,16021,0,16021,5,0,100001,1.073866999217e-19,1.308330060893e-19,#920b01,5,yes,no
107,109,-1,dJ_-1,36,36,35,J 36->35,exomol_only,exomol,exomol,2629.180000,1.071056108287e-20,0.000000000000e+00,15738,0,15738,5,0,100001,1.071056108287e-20,1.049146267257e-20,#880802,5,yes,no
108,108,0,dJ_+0,36,36,36,J 36->36,exomol_only,exomol,exomol,2903.390000,1.771601769786e-20,0.000000000000e+00,16395,0,16395,5,0,100001,1.771601769786e-20,1.926018737082e-20,#810602,5,yes,no
109,107,1,dJ_+1,37,36,37,J 36->37,exomol_only,exomol,exomol,3306.140000,2.126026068257e-20,0.000000000000e+00,17431,0,17431,5,0,100001,2.126026068257e-20,2.416994035752e-20,#7a0403,5,yes,no
