trace_index,strength_rank,delta_j,branch_label,delta_j_strength_rank,lower_j,upper_j,jpair_label,source_mode,available_sources,peak_source,peak_wavenumber_cm-1,peak_exomol_absorbance,peak_hitran_absorbance,exomol_line_count,hitran_line_count,line_count,exomol_source_file_count,hitran_source_file_count,grid_point_count,peak_absorbance,integrated_absorbance,color_hex,source_file_count,plotted_in_figure,labeled_on_figure
26,29,-1,dJ_-1,7,9,8,J 9->8,merged,"exomol, hitran",exomol,2926.700000,1.341017168074e-01,1.205614369463e-01,41,41,82,5,1,100001,1.341017168074e-01,1.019502180105e-02,#4294ff,6,yes,yes
27,28,0,dJ_+0,10,9,9,J 9->9,merged,"exomol, hitran",exomol,3015.200000,1.354056252605e-01,1.220611974385e-01,45,45,90,5,1,100001,1.354056252605e-01,1.291192980572e-02,#4099ff,6,yes,no
28,22,1,dJ_+1,11,9,10,J 9->10,merged,"exomol, hitran",exomol,3113.710000,2.113505488847e-01,1.902470429150e-01,50,50,100,5,1,100001,2.113505488847e-01,1.582932550782e-02,#3d9efe,6,yes,no
29,33,-1,dJ_-1,8,10,9,J 10->9,merged,"exomol, hitran",hitran,2917.630000,8.935278163707e-02,1.027949184822e-01,50,50,100,5,1,100001,1.027949184822e-01,8.270332775732e-03,#3aa3fc,6,yes,yes
30,23,0,dJ_+0,8,10,10,J 10->10,merged,"exomol, hitran",hitran,3012.620000,1.735478003044e-01,2.036526026790e-01,55,55,110,5,1,100001,2.036526026790e-01,1.064044001279e-02,#37a8fa,6,yes,yes
31,16,1,dJ_+1,10,10,11,J 10->11,merged,"exomol, hitran",hitran,3122.760000,1.988656844673e-01,2.301856657156e-01,61,61,122,5,1,100001,2.301856657156e-01,1.303757069259e-02,#33adf7,6,yes,no
32,44,-1,dJ_-1,12,11,10,J 11->10,merged,"exomol, hitran",hitran,2906.730000,3.669646506328e-02,5.553447945676e-02,61,61,122,4,1,100001,5.553447945676e-02,6.321628055230e-03,#2fb2f4,5,yes,no
33,35,0,dJ_+0,13,11,11,J 11->11,merged,"exomol, hitran",hitran,3013.080000,6.314784399120e-02,9.800787499748e-02,66,66,132,4,1,100001,9.800787499748e-02,8.195133409215e-03,#2cb7f0,5,yes,no
34,30,1,dJ_+1,13,11,12,J 11->12,merged,"exomol, hitran",hitran,3131.740000,7.767159305521e-02,1.249692034751e-01,72,72,144,4,1,100001,1.249692034751e-01,9.989640347672e-03,#28bceb,5,yes,no
35,38,-1,dJ_-1,10,12,11,J 12->11,merged,"exomol, hitran",hitran,2896.990000,3.772861783311e-02,7.733909758688e-02,72,72,144,5,1,100001,7.733909758688e-02,6.898252139068e-03,#27bee9,6,yes,no
36,26,0,dJ_+0,9,12,12,J 12->12,merged,"exomol, hitran",hitran,3010.180000,7.707664794237e-02,1.643528314420e-01,78,78,156,5,1,100001,1.643528314420e-01,9.021807211473e-03,#23c3e4,6,yes,no
37,27,1,dJ_+1,12,12,13,J 12->13,merged,"exomol, hitran",hitran,3140.630000,6.624736863393e-02,1.415112550097e-01,85,85,170,5,1,100001,1.415112550097e-01,1.113799594631e-02,#20c7df,6,yes,no
38,45,-1,dJ_-1,13,13,12,J 13->12,merged,"exomol, hitran",hitran,2885.760000,1.783357694152e-02,5.180088484174e-02,85,85,170,5,1,100001,5.180088484174e-02,5.003988325598e-03,#1ecbda,6,yes,no
39,37,0,dJ_+0,14,13,13,J 13->13,merged,"exomol, hitran",hitran,3008.850000,2.731496825089e-02,8.146306742033e-02,91,91,182,5,1,100001,8.146306742033e-02,6.632474567854e-03,#1bd0d5,6,yes,no
40,36,1,dJ_+1,14,13,14,J 13->14,merged,"exomol, hitran",hitran,3148.820000,3.037605729974e-02,9.440116548811e-02,98,98,196,5,1,100001,9.440116548811e-02,8.076949326983e-03,#1ad4d0,6,yes,no
41,42,-1,dJ_-1,11,14,13,J 14->13,merged,"exomol, hitran",hitran,2876.210000,2.098614711310e-06,5.805573376795e-02,98,98,196,5,1,100001,5.805573376795e-02,4.346622346267e-03,#18d7ca,6,yes,no
42,32,0,dJ_+0,12,14,14,J 14->14,merged,"exomol, hitran",hitran,3007.450000,1.579481015549e-02,1.044654198413e-01,105,105,210,5,1,100001,1.044654198413e-01,5.355721774201e-03,#18dbc5,6,yes,no
43,39,1,dJ_+1,15,14,15,J 14->15,merged,"exomol, hitran",hitran,3157.510000,1.591154640534e-02,6.830529114955e-02,113,111,224,5,1,100001,6.830529114955e-02,6.593223728359e-03,#18dec0,6,yes,no
44,51,-1,dJ_-1,16,15,14,J 15->14,merged,"exomol, hitran",hitran,2863.150000,4.576735922621e-03,2.878174923240e-02,113,113,226,5,1,100001,2.878174923240e-02,3.520571936251e-03,#19e2bb,6,yes,no
45,40,0,dJ_+0,15,15,15,J 15->15,merged,"exomol, hitran",hitran,3008.400000,4.008608055386e-03,5.985692209291e-02,120,120,240,5,1,100001,5.985692209291e-02,4.661151257213e-03,#1ae4b6,6,yes,no
46,41,1,dJ_+1,16,15,16,J 15->16,merged,"exomol, hitran",hitran,3166.110000,9.096940377583e-03,5.843078147450e-02,128,127,255,5,1,100001,5.843078147450e-02,5.603196433806e-03,#1de7b2,6,yes,no
47,48,-1,dJ_-1,15,16,15,J 16->15,merged,"exomol, hitran",hitran,2855.380000,3.575276170516e-07,3.933120982610e-02,128,127,255,5,1,100001,3.933120982610e-02,2.537408742433e-03,#20eaac,6,yes,no
48,43,0,dJ_+0,16,16,16,J 16->16,merged,"exomol, hitran",hitran,3004.450000,1.093403237546e-06,5.557978136761e-02,136,136,272,5,1,100001,5.557978136761e-02,3.513258467284e-03,#25eca7,6,yes,no
49,47,1,dJ_+1,17,16,17,J 16->17,merged,"exomol, hitran",hitran,3175.250000,5.661681071810e-03,4.562318266325e-02,145,143,288,5,1,100001,4.562318266325e-02,4.205591017513e-03,#2aefa1,6,yes,no
50,54,-1,dJ_-1,17,17,16,J 17->16,merged,"exomol, hitran",hitran,2844.940000,6.156651391952e-04,1.647537077029e-02,145,145,290,5,1,100001,1.647537077029e-02,1.597226710960e-03,#2ff19b,6,yes,no
51,49,0,dJ_+0,17,17,17,J 17->17,merged,"exomol, hitran",hitran,3005.730000,8.069769953537e-07,3.352980642463e-02,153,151,304,5,1,100001,3.352980642463e-02,2.321763240040e-03,#32f298,6,yes,no
52,50,1,dJ_+1,18,17,18,J 17->18,merged,"exomol, hitran",hitran,3182.960000,1.990203789710e-03,2.900937580181e-02,162,161,323,5,1,100001,2.900937580181e-02,2.832037752767e-03,#38f491,6,yes,no
53,55,-1,dJ_-1,18,18,17,J 18->17,merged,"exomol, hitran",hitran,2834.490000,5.234372835070e-08,1.530608552619e-02,162,159,321,5,1,100001,1.530608552619e-02,1.200342288585e-03,#3ff68a,6,yes,no
54,53,0,dJ_+0,18,18,18,J 18->18,merged,"exomol, hitran",hitran,3001.190000,6.920439523187e-04,2.031768908456e-02,171,169,340,5,1,100001,2.031768908456e-02,1.922950637351e-03,#46f884,6,yes,no
55,52,1,dJ_+1,19,18,19,J 18->19,merged,"exomol, hitran",hitran,3191.370000,1.130847875681e-03,2.595571809628e-02,181,178,359,5,1,100001,2.595571809628e-02,2.402975298415e-03,#4ef97d,6,yes,no
56,61,-1,dJ_-1,19,19,18,J 19->18,merged,"exomol, hitran",hitran,2821.600000,1.157278319571e-04,4.014838813483e-03,181,176,357,5,1,100001,4.014838813483e-03,2.016032674251e-04,#55fa76,6,yes,no
57,58,0,dJ_+0,19,19,19,J 19->19,merged,"exomol, hitran",hitran,2999.480000,5.137290434596e-05,9.190046363720e-03,190,188,378,5,1,100001,9.190046363720e-03,1.077144732212e-03,#5dfc6f,6,yes,no
58,56,1,dJ_+1,20,19,20,J 19->20,merged,"exomol, hitran",hitran,3199.570000,3.424201206705e-04,1.274349959930e-02,200,190,390,5,1,100001,1.274349959930e-02,1.542752403498e-03,#65fd69,6,yes,no
59,62,-1,dJ_-1,20,20,19,J 20->19,merged,"exomol, hitran",hitran,2811.220000,5.532972928453e-09,3.517712631747e-03,200,195,395,5,1,100001,3.517712631747e-03,1.609258367135e-04,#6dfe62,6,yes,no
60,59,0,dJ_+0,20,20,20,J 20->20,merged,"exomol, hitran",hitran,2997.710000,3.466907241388e-08,8.573560840733e-03,210,202,412,5,1,100001,8.573560840733e-03,2.936108757554e-04,#75fe5c,6,yes,no
61,57,1,dJ_+1,21,20,21,J 20->21,merged,"exomol, hitran",hitran,3208.400000,2.034601294724e-04,9.429493560645e-03,221,212,433,5,1,100001,9.429493560645e-03,8.826681337890e-04,#7dff56,6,yes,no
62,64,-1,dJ_-1,21,21,20,J 21->20,merged,"exomol, hitran",exomol,2802.220000,2.653615268577e-05,0.000000000000e+00,221,197,418,5,1,100001,2.653615268577e-05,3.847866328505e-06,#84ff51,6,yes,no
63,63,0,dJ_+0,21,21,21,J 21->21,merged,"exomol, hitran",exomol,3001.280000,4.799386570843e-05,0.000000000000e+00,231,209,440,5,1,100001,4.799386570843e-05,5.509709815077e-06,#8bff4b,6,yes,no
64,60,1,dJ_+1,22,21,22,J 21->22,merged,"exomol, hitran",hitran,3215.870000,6.187744522929e-05,5.465509349157e-03,248,226,474,5,1,100001,5.465509349157e-03,2.528720051859e-04,#92ff47,6,yes,no
65,67,-1,dJ_-1,22,22,21,J 22->21,merged,"exomol, hitran",exomol,2789.820000,1.080744202568e-05,0.000000000000e+00,242,198,440,5,1,100001,1.080744202568e-05,1.366631742873e-06,#99fe42,6,yes,no
66,66,0,dJ_+0,22,22,22,J 22->22,merged,"exomol, hitran",exomol,3003.110000,1.357221931798e-05,0.000000000000e+00,258,228,486,5,1,100001,1.357221931798e-05,1.980605328608e-06,#9ffd3f,6,yes,no
67,65,1,dJ_+1,23,22,23,J 22->23,merged,"exomol, hitran",exomol,3223.890000,2.479995051564e-05,0.000000000000e+00,277,242,519,5,1,100001,2.479995051564e-05,2.603034243414e-06,#a4fc3c,6,yes,no
68,69,-1,dJ_-1,23,23,22,J 23->22,merged,"exomol, hitran",exomol,2781.250000,5.540822253784e-06,0.000000000000e+00,271,192,463,5,1,100001,5.540822253784e-06,4.322669122166e-07,#a7fc3a,6,yes,no
69,70,0,dJ_+0,23,23,23,J 23->23,merged,"exomol, hitran",exomol,3001.940000,4.133796288185e-06,0.000000000000e+00,288,234,522,5,1,100001,4.133796288185e-06,6.388985202613e-07,#acfb38,6,yes,no
70,68,1,dJ_+1,24,23,24,J 23->24,merged,"exomol, hitran",exomol,3234.020000,6.185172949133e-06,0.000000000000e+00,306,7,313,5,1,100001,6.185172949133e-06,8.362314763253e-07,#b1f936,6,yes,no
71,73,-1,dJ_-1,24,24,23,J 24->23,merged,"exomol, hitran",exomol,2771.810000,1.293844256745e-06,0.000000000000e+00,300,170,470,5,1,100001,1.293844256745e-06,1.559084652226e-07,#b7f735,6,yes,no
72,72,0,dJ_+0,24,24,24,J 24->24,exomol_only,exomol,exomol,2990.170000,1.938090098458e-06,0.000000000000e+00,318,0,318,5,0,100001,1.938090098458e-06,2.378838493967e-07,#bcf534,5,yes,no
73,71,1,dJ_+1,25,24,25,J 24->25,merged,"exomol, hitran",exomol,3239.700000,2.741244460883e-06,0.000000000000e+00,362,1,363,5,1,100001,2.741244460883e-06,3.101975657617e-07,#c1f334,6,yes,no
74,75,-1,dJ_-1,25,25,24,J 25->24,exomol_only,exomol,exomol,2760.300000,5.147407982078e-07,0.000000000000e+00,332,0,332,5,0,100001,5.147407982078e-07,4.443281677083e-08,#c6f034,5,yes,no
75,76,0,dJ_+0,25,25,25,J 25->25,exomol_only,exomol,exomol,2988.350000,4.017665311465e-07,0.000000000000e+00,376,0,376,5,0,100001,4.017665311465e-07,7.201747431002e-08,#cbed34,5,yes,no
76,74,1,dJ_+1,26,25,26,J 25->26,exomol_only,exomol,exomol,3246.360000,5.265966647232e-07,0.000000000000e+00,406,0,406,5,0,100001,5.265966647232e-07,9.076149056699e-08,#d0ea34,5,yes,no
77,79,-1,dJ_-1,26,26,25,J 26->25,exomol_only,exomol,exomol,2750.900000,1.127153966834e-07,0.000000000000e+00,391,0,391,5,0,100001,1.127153966834e-07,1.313859146804e-08,#d4e735,5,yes,no
78,77,0,dJ_+0,26,26,26,J 26->26,exomol_only,exomol,exomol,2986.650000,2.001649367425e-07,0.000000000000e+00,422,0,422,5,0,100001,2.001649367425e-07,2.137662247375e-08,#d9e436,5,yes,no
79,78,1,dJ_+1,27,26,27,J 26->27,exomol_only,exomol,exomol,3252.730000,1.619651318655e-07,0.000000000000e+00,439,0,439,5,0,100001,1.619651318655e-07,2.697319738560e-08,#dde037,5,yes,no
80,82,-1,dJ_-1,27,27,26,J 27->26,exomol_only,exomol,exomol,2739.390000,2.832479432433e-08,0.000000000000e+00,437,0,437,5,0,100001,2.832479432433e-08,3.819081460537e-09,#e1dd37,5,yes,no
81,80,0,dJ_+0,27,27,27,J 27->27,exomol_only,exomol,exomol,2985.690000,3.611411825327e-08,0.000000000000e+00,456,0,456,5,0,100001,3.611411825327e-08,6.321505802021e-09,#e5d938,5,yes,no
82,81,1,dJ_+1,28,27,28,J 27->28,exomol_only,exomol,exomol,3263.270000,3.471980916070e-08,0.000000000000e+00,496,0,496,5,0,100001,3.471980916070e-08,7.989944964759e-09,#e9d539,5,yes,no
83,85,-1,dJ_-1,28,28,27,J 28->27,exomol_only,exomol,exomol,2727.270000,8.926295758663e-09,0.000000000000e+00,473,0,473,5,0,100001,8.926295758663e-09,1.023362410891e-09,#ecd13a,5,yes,no
84,83,0,dJ_+0,28,28,28,J 28->28,exomol_only,exomol,exomol,2984.190000,1.787432553211e-08,0.000000000000e+00,514,0,514,5,0,100001,1.787432553211e-08,1.710444655520e-09,#eecf3a,5,yes,no
85,84,1,dJ_+1,29,28,29,J 28->29,exomol_only,exomol,exomol,3269.980000,1.395370258147e-08,0.000000000000e+00,535,0,535,5,0,100001,1.395370258147e-08,2.149290804452e-09,#f1cb3a,5,yes,no
86,88,-1,dJ_-1,29,29,28,J 29->28,exomol_only,exomol,exomol,2718.610000,2.001738337299e-09,0.000000000000e+00,535,0,535,5,0,100001,2.001738337299e-09,2.450974088562e-10,#f4c73a,5,yes,no
87,87,0,dJ_+0,29,29,29,J 29->29,exomol_only,exomol,exomol,2982.940000,2.359825902611e-09,0.000000000000e+00,552,0,552,5,0,100001,2.359825902611e-09,4.121103643171e-10,#f6c33a,5,yes,no
88,86,1,dJ_+1,30,29,30,J 29->30,exomol_only,exomol,exomol,3276.450000,3.049035864928e-09,0.000000000000e+00,585,0,585,5,0,100001,3.049035864928e-09,5.229101529776e-10,#f8be39,5,yes,no
89,91,-1,dJ_-1,30,30,29,J 30->29,exomol_only,exomol,exomol,2706.690000,3.872541999468e-10,0.000000000000e+00,571,0,571,5,0,100001,3.872541999468e-10,6.500695249684e-11,#faba39,5,yes,no
90,90,0,dJ_+0,30,30,30,J 30->30,exomol_only,exomol,exomol,2980.920000,4.417884027608e-10,0.000000000000e+00,607,0,607,5,0,100001,4.417884027608e-10,1.098137914045e-10,#fbb637,5,yes,no
91,89,1,dJ_+1,31,30,31,J 30->31,exomol_only,exomol,exomol,3284.930000,8.291603590755e-10,0.000000000000e+00,619,0,619,5,0,100001,8.291603590755e-10,1.358085429924e-10,#fcb136,5,yes,no
92,93,-1,dJ_-1,31,31,30,J 31->30,exomol_only,exomol,exomol,2694.470000,1.153798891607e-10,0.000000000000e+00,629,0,629,5,0,100001,1.153798891607e-10,1.415535975372e-11,#fdac34,5,yes,no
93,94,0,dJ_+0,31,31,31,J 31->31,exomol_only,exomol,exomol,2979.000000,8.613525989730e-11,0.000000000000e+00,641,0,641,5,0,100001,8.613525989730e-11,2.405676789274e-11,#fea732,5,yes,no
94,92,1,dJ_+1,32,31,32,J 31->32,exomol_only,exomol,exomol,3288.740000,1.860304332911e-10,0.000000000000e+00,677,0,677,5,0,100001,1.860304332911e-10,2.969731675275e-11,#fea130,5,yes,no
95,97,-1,dJ_-1,32,32,31,J 32->31,exomol_only,exomol,exomol,2685.910000,1.267673269182e-11,0.000000000000e+00,661,0,661,5,0,100001,1.267673269182e-11,3.063678275894e-12,#fe9b2d,5,yes,no
96,96,0,dJ_+0,32,32,32,J 32->32,exomol_only,exomol,exomol,2964.000000,1.888218907992e-11,0.000000000000e+00,700,0,700,5,0,100001,1.888218907992e-11,5.245844971749e-12,#fe962b,5,yes,no
97,95,1,dJ_+1,33,32,33,J 32->33,exomol_only,exomol,exomol,3294.310000,3.060225081725e-11,0.000000000000e+00,748,0,748,5,0,100001,3.060225081725e-11,6.900753983877e-12,#fe9029,5,yes,no
98,100,-1,dJ_-1,33,33,32,J 33->32,exomol_only,exomol,exomol,2678.790000,3.148700756194e-12,0.000000000000e+00,720,0,720,5,0,100001,3.148700756194e-12,6.365699948608e-13,#fd8a26,5,yes,no
99,99,0,dJ_+0,33,33,33,J 33->33,exomol_only,exomol,exomol,2992.470000,3.892435688444e-12,0.000000000000e+00,771,0,771,5,0,100001,3.892435688444e-12,1.198701245597e-12,#fc8423,5,yes,no
100,98,1,dJ_+1,34,33,34,J 33->34,exomol_only,exomol,exomol,3302.880000,4.641422723092e-12,0.000000000000e+00,802,0,802,5,0,100001,4.641422723092e-12,1.481470327980e-12,#fb7e21,5,yes,no
101,103,-1,dJ_-1,34,34,33,J 34->33,exomol_only,exomol,exomol,2669.000000,9.758040560807e-13,0.000000000000e+00,793,0,793,5,0,100001,9.758040560807e-13,1.323492579292e-13,#fa7b1f,5,yes,no
102,101,0,dJ_+0,34,34,34,J 34->34,exomol_only,exomol,exomol,2959.770000,1.883005948108e-12,0.000000000000e+00,824,0,824,5,0,100001,1.883005948108e-12,2.410638172753e-13,#f9751d,5,yes,no
103,102,1,dJ_+1,35,34,35,J 34->35,exomol_only,exomol,exomol,3308.610000,1.504098416863e-12,0.000000000000e+00,843,0,843,5,0,100001,1.504098416863e-12,3.087813803524e-13,#f76f1a,5,yes,no
104,106,-1,dJ_-1,35,35,34,J 35->34,exomol_only,exomol,exomol,2657.840000,1.006747086595e-13,0.000000000000e+00,851,0,851,5,0,100001,1.006747086595e-13,2.368214165691e-14,#f56918,5,yes,no
105,104,0,dJ_+0,35,35,35,J 35->35,exomol_only,exomol,exomol,2957.260000,2.121193468273e-13,0.000000000000e+00,869,0,869,5,0,100001,2.121193468273e-13,4.539350849569e-14,#f36315,5,yes,no
106,105,1,dJ_+1,36,35,36,J 35->36,exomol_only,exomol,exomol,3312.890000,1.846019970740e-13,0.000000000000e+00,891,0,891,5,0,100001,1.846019970740e-13,5.694079887435e-14,#f15d13,5,yes,no
107,109,-1,dJ_-1,36,36,35,J 36->35,exomol_only,exomol,exomol,2650.900000,1.848736736634e-14,0.000000000000e+00,892,0,892,5,0,100001,1.848736736634e-14,4.620729841517e-15,#ef5811,5,yes,no
108,107,0,dJ_+0,36,36,36,J 36->36,exomol_only,exomol,exomol,2954.580000,5.989005264050e-14,0.000000000000e+00,915,0,915,5,0,100001,5.989005264050e-14,9.104732944611e-15,#ec530f,5,yes,no
109,108,1,dJ_+1,37,36,37,J 36->37,exomol_only,exomol,exomol,3320.590000,4.394380171270e-14,0.000000000000e+00,915,0,915,5,0,100001,4.394380171270e-14,1.138596476247e-14,#ea4e0d,5,yes,no
110,112,-1,dJ_-1,37,37,36,J 37->36,exomol_only,exomol,exomol,2633.140000,4.264968198176e-15,0.000000000000e+00,939,0,939,5,0,100001,4.264968198176e-15,7.844070573918e-16,#e7490c,5,yes,no
111,110,0,dJ_+0,37,37,37,J 37->37,exomol_only,exomol,exomol,2951.770000,6.667189705401e-15,0.000000000000e+00,941,0,941,5,0,100001,6.667189705401e-15,1.528273433205e-15,#e4450a,5,yes,no
112,111,1,dJ_+1,38,37,38,J 37->38,exomol_only,exomol,exomol,3325.850000,6.315946895149e-15,0.000000000000e+00,946,0,946,5,0,100001,6.315946895149e-15,1.937496147258e-15,#e14109,5,yes,no
113,115,-1,dJ_-1,38,38,37,J 38->37,exomol_only,exomol,exomol,2619.160000,4.362352978855e-16,0.000000000000e+00,960,0,960,5,0,100001,4.362352978855e-16,1.288013024447e-16,#dd3d08,5,yes,no
114,113,0,dJ_+0,38,38,38,J 38->38,exomol_only,exomol,exomol,2948.860000,1.750306678288e-15,0.000000000000e+00,971,0,971,5,0,100001,1.750306678288e-15,2.577997222057e-16,#da3907,5,yes,no
115,114,1,dJ_+1,39,38,39,J 38->39,exomol_only,exomol,exomol,3332.920000,1.257953241668e-15,0.000000000000e+00,974,0,974,5,0,100001,1.257953241668e-15,3.297521015637e-16,#d63506,5,yes,no
116,118,-1,dJ_-1,39,39,38,J 39->38,exomol_only,exomol,exomol,2609.890000,1.308073295817e-16,0.000000000000e+00,990,0,990,5,0,100001,1.308073295817e-16,2.070614212689e-17,#d23105,5,yes,no
117,117,0,dJ_+0,39,39,39,J 39->39,exomol_only,exomol,exomol,2945.860000,1.718166593232e-16,0.000000000000e+00,998,0,998,5,0,100001,1.718166593232e-16,4.310439226135e-17,#d02f05,5,yes,no
118,116,1,dJ_+1,40,39,40,J 39->40,exomol_only,exomol,exomol,3337.990000,2.277680443941e-16,0.000000000000e+00,1027,0,1027,5,0,100001,2.277680443941e-16,5.437520521200e-17,#cc2b04,5,yes,no
119,121,-1,dJ_-1,40,40,39,J 40->39,exomol_only,exomol,exomol,2600.140000,2.555924633860e-17,0.000000000000e+00,1018,0,1018,5,0,100001,2.555924633860e-17,3.223434991756e-18,#c82803,5,yes,no
120,119,0,dJ_+0,40,40,40,J 40->40,exomol_only,exomol,exomol,2942.810000,4.546747242314e-17,0.000000000000e+00,1051,0,1051,5,0,100001,4.546747242314e-17,6.645422327339e-18,#c32503,5,yes,no
